"","Student_ID","Semster_Name","Paper 1","Paper 2","Paper 3","Paper 4","Paper 5","Paper 6","Paper 7"
"8418","SID20146860","Sem_2",43,73,93,96,69,50,61
"8420","SID20146860","Sem_4",72,60,89,99,50,81,51
"8421","SID20146860","Sem_5",55,82,61,69,88,86,58
"8422","SID20146860","Sem_6",51,81,70,62,95,69,56
"8423","SID20146860","Sem_7",53,77,68,69,78,98,59
"8425","SID20146875","Sem_1",93,40,89,100,92,85,83
"8426","SID20146875","Sem_2",86,58,96,67,74,91,61
"8427","SID20146875","Sem_3",53,40,93,48,77,54,51
"8428","SID20146875","Sem_4",64,64,61,48,58,95,87
"8429","SID20146875","Sem_5",54,74,53,74,75,70,57
"8430","SID20146875","Sem_6",50,72,77,96,47,72,80
"8431","SID20146875","Sem_7",40,74,48,94,79,63,76
"8432","SID20146875","Sem_8",99,59,56,66,46,71,74
"8433","SID20146891","Sem_1",45,58,74,95,42,62,85
"8434","SID20146891","Sem_2",69,48,48,44,85,73,77
"8435","SID20146891","Sem_3",43,58,80,85,54,95,83
"8436","SID20146891","Sem_4",56,70,98,54,52,49,97
"8437","SID20146891","Sem_5",53,99,76,96,88,73,99
"8438","SID20146891","Sem_6",96,75,48,75,48,58,53
"8440","SID20146891","Sem_8",44,88,66,79,84,65,85
"8441","SID20146895","Sem_1",62,72,49,79,62,61,64
"8442","SID20146895","Sem_2",45,81,79,66,40,62,80
"8443","SID20146895","Sem_3",43,79,81,82,88,99,83
"8444","SID20146895","Sem_4",87,100,54,98,59,82,86
"8445","SID20146895","Sem_5",93,55,45,47,54,71,94
"8446","SID20146895","Sem_6",83,42,74,51,87,71,27
"8447","SID20146895","Sem_7",43,43,25,82,91,89,93
"8448","SID20146895","Sem_8",74,75,76,96,75,86,71
"8449","SID20146935","Sem_1",49,47,78,66,59,95,76
"8450","SID20146935","Sem_2",71,95,77,80,63,60,63
"8451","SID20146935","Sem_3",19,63,100,70,87,66,81
"8452","SID20146935","Sem_4",40,82,78,90,78,91,58
"8453","SID20146935","Sem_5",56,56,97,59,75,96,64
"8454","SID20146935","Sem_6",86,91,83,67,45,70,65
"8455","SID20146935","Sem_7",86,43,100,42,40,58,87
"8457","SID20146939","Sem_1",87,93,74,96,56,70,44
"8458","SID20146939","Sem_2",68,47,72,78,71,87,90
"8459","SID20146939","Sem_3",51,78,46,68,57,90,82
"8460","SID20146939","Sem_4",62,76,71,86,72,50,95
"8461","SID20146939","Sem_5",64,74,55,73,59,42,67
"8462","SID20146939","Sem_6",99,50,75,68,61,83,60
"8463","SID20146939","Sem_7",66,45,59,67,61,97,87
"8464","SID20146939","Sem_8",98,54,41,54,82,42,72
"8465","SID20146944","Sem_1",50,44,45,57,88,72,84
"8466","SID20146944","Sem_2",53,47,80,78,26,45,49
"8467","SID20146944","Sem_3",53,80,63,77,94,53,66
"8468","SID20146944","Sem_4",44,74,100,58,61,82,83
"8470","SID20146944","Sem_6",46,98,96,93,84,54,63
"8471","SID20146944","Sem_7",68,68,42,78,79,44,80
"8473","SID20146962","Sem_1",42,78,100,21,61,58,89
"8474","SID20146962","Sem_2",79,99,54,40,56,71,83
"8475","SID20146962","Sem_3",72,52,86,57,87,65,83
"8476","SID20146962","Sem_4",88,55,66,65,82,66,62
"8477","SID20146962","Sem_5",41,96,82,42,98,56,85
"8478","SID20146962","Sem_6",72,67,58,65,81,84,45
"8479","SID20146962","Sem_7",83,96,85,100,54,78,83
"8481","SID20146971","Sem_1",95,94,49,70,86,45,25
"8482","SID20146971","Sem_2",86,51,97,70,92,45,56
"8483","SID20146971","Sem_3",50,58,72,67,82,51,53
"8484","SID20146971","Sem_4",47,55,82,50,81,68,82
"8485","SID20146971","Sem_5",72,73,80,59,46,88,74
"8486","SID20146971","Sem_6",52,78,40,68,56,87,55
"8487","SID20146971","Sem_7",97,64,50,74,76,100,82
"8488","SID20146971","Sem_8",96,88,55,86,91,57,86
"8489","SID20146985","Sem_1",81,41,85,84,80,83,57
"8490","SID20146985","Sem_2",95,56,71,76,83,68,57
"8491","SID20146985","Sem_3",49,82,41,80,96,81,43
"8492","SID20146985","Sem_4",65,49,72,91,63,26,42
"8493","SID20146985","Sem_5",47,58,93,91,56,54,70
"8494","SID20146985","Sem_6",64,71,69,53,51,62,84
"8496","SID20146985","Sem_8",98,85,70,47,60,85,81
"8497","SID20147007","Sem_1",80,92,74,78,25,76,75
"8499","SID20147007","Sem_3",72,73,80,50,87,89,75
"8501","SID20147007","Sem_5",44,91,77,94,91,65,85
"8504","SID20147007","Sem_8",48,64,88,50,87,74,54
"8505","SID20147055","Sem_1",42,61,84,99,53,40,95
"8508","SID20147055","Sem_4",55,94,43,58,42,52,59
"8509","SID20147055","Sem_5",81,77,85,82,78,47,67
"8510","SID20147055","Sem_6",58,60,78,56,78,47,57
"8511","SID20147055","Sem_7",79,96,100,57,55,96,58
"8514","SID20147058","Sem_2",43,77,69,86,65,67,94
"8515","SID20147058","Sem_3",87,54,96,100,78,89,75
"8516","SID20147058","Sem_4",75,40,42,58,83,44,51
"8517","SID20147058","Sem_5",48,95,73,46,82,84,64
"8518","SID20147058","Sem_6",42,81,46,59,52,58,99
"8519","SID20147058","Sem_7",89,89,61,48,56,97,85
"8520","SID20147058","Sem_8",58,77,77,74,53,68,73
"8521","SID20147063","Sem_1",94,86,55,96,43,75,98
"8522","SID20147063","Sem_2",72,94,59,49,49,78,44
"8523","SID20147063","Sem_3",63,56,48,96,88,94,95
"8524","SID20147063","Sem_4",62,67,61,65,63,46,55
"8525","SID20147063","Sem_5",99,47,85,77,80,44,92
"8526","SID20147063","Sem_6",51,43,59,95,92,70,50
"8527","SID20147063","Sem_7",58,55,69,57,76,41,73
"8528","SID20147063","Sem_8",54,48,87,59,43,99,58
"8529","SID20147101","Sem_1",80,90,62,49,69,95,65
"8530","SID20147101","Sem_2",69,46,77,42,84,92,52
"8531","SID20147101","Sem_3",80,100,55,58,91,63,78
"8532","SID20147101","Sem_4",46,95,65,91,82,65,90
"8534","SID20147101","Sem_6",79,56,100,83,65,88,79
"8535","SID20147101","Sem_7",98,77,58,48,70,50,92
"8536","SID20147101","Sem_8",57,67,49,58,70,56,65
"8537","SID20147103","Sem_1",77,56,95,92,99,40,41
"8538","SID20147103","Sem_2",76,96,55,19,90,79,53
"8539","SID20147103","Sem_3",83,43,68,94,59,43,45
"8540","SID20147103","Sem_4",62,47,90,100,100,40,45
"8541","SID20147103","Sem_5",93,28,59,84,41,87,46
"8542","SID20147103","Sem_6",65,41,93,62,81,54,48
"8543","SID20147103","Sem_7",93,58,57,87,51,48,64
"8544","SID20147103","Sem_8",51,94,50,76,97,41,48
"8545","SID20147129","Sem_1",42,72,58,81,92,74,92
"8546","SID20147129","Sem_2",73,68,83,50,76,45,62
"8548","SID20147129","Sem_4",46,91,72,68,87,76,66
"8549","SID20147129","Sem_5",80,95,67,61,70,68,67
"8550","SID20147129","Sem_6",66,54,68,69,41,53,85
"8551","SID20147129","Sem_7",49,68,67,92,61,50,40
"8552","SID20147129","Sem_8",92,98,58,52,100,62,63
"8553","SID20147160","Sem_1",82,58,74,85,56,43,61
"8554","SID20147160","Sem_2",64,86,100,71,42,97,44
"8555","SID20147160","Sem_3",55,95,58,84,73,78,50
"8556","SID20147160","Sem_4",69,74,65,41,77,93,46
"8558","SID20147160","Sem_6",87,94,91,23,92,73,62
"8559","SID20147160","Sem_7",59,42,21,74,96,96,60
"8562","SID20147161","Sem_2",90,78,79,49,63,81,64
"8564","SID20147161","Sem_4",85,62,74,80,82,93,96
"8565","SID20147161","Sem_5",49,62,50,82,61,75,76
"8566","SID20147161","Sem_6",67,68,42,53,48,96,62
"8567","SID20147161","Sem_7",80,74,44,75,92,94,45
"8568","SID20147161","Sem_8",81,71,44,60,65,46,69
"8569","SID20147162","Sem_1",81,42,93,82,72,63,89
"8570","SID20147162","Sem_2",49,96,47,60,72,77,79
"8571","SID20147162","Sem_3",59,98,44,41,86,47,44
"8573","SID20147162","Sem_5",80,79,68,45,88,84,55
"8574","SID20147162","Sem_6",94,84,76,95,83,45,70
"8578","SID20147171","Sem_2",59,91,58,44,70,94,70
"8579","SID20147171","Sem_3",94,63,53,93,52,70,88
"8580","SID20147171","Sem_4",55,95,52,84,87,96,64
"8582","SID20147171","Sem_6",52,61,45,68,65,78,58
"8583","SID20147171","Sem_7",84,95,81,44,42,60,66
"8584","SID20147171","Sem_8",85,62,72,64,83,54,44
"8586","SID20147176","Sem_2",61,93,49,83,51,58,76
"8587","SID20147176","Sem_3",95,40,64,64,85,68,79
"8588","SID20147176","Sem_4",77,88,69,56,87,55,76
"8589","SID20147176","Sem_5",81,91,66,58,52,72,49
"8590","SID20147176","Sem_6",95,97,58,78,96,44,72
"8591","SID20147176","Sem_7",78,64,83,100,42,90,79
"8592","SID20147176","Sem_8",64,92,75,90,43,63,44
"8593","SID20147200","Sem_1",58,75,69,72,94,55,100
"8594","SID20147200","Sem_2",98,46,42,60,41,87,100
"8595","SID20147200","Sem_3",55,44,22,92,46,80,58
"8596","SID20147200","Sem_4",66,71,75,66,84,78,67
"8597","SID20147200","Sem_5",80,84,40,75,78,100,60
"8598","SID20147200","Sem_6",65,82,77,47,55,45,100
"8599","SID20147200","Sem_7",83,47,79,42,46,83,41
"8600","SID20147200","Sem_8",58,58,87,43,52,98,65
"8601","SID20147221","Sem_1",62,44,43,57,79,42,66
"8602","SID20147221","Sem_2",44,94,63,53,98,89,90
"8603","SID20147221","Sem_3",66,86,48,96,84,92,73
"8604","SID20147221","Sem_4",98,54,100,43,71,53,85
"8605","SID20147221","Sem_5",86,45,70,95,65,85,75
"8606","SID20147221","Sem_6",41,75,91,59,59,46,92
"8607","SID20147221","Sem_7",100,78,93,52,80,45,72
"8608","SID20147221","Sem_8",51,49,68,59,19,59,55
"8609","SID20147222","Sem_1",50,70,95,49,47,52,87
"8610","SID20147222","Sem_2",100,95,64,58,80,66,69
"8611","SID20147222","Sem_3",96,92,83,88,96,47,64
"8613","SID20147222","Sem_5",67,83,51,80,46,57,89
"8614","SID20147222","Sem_6",42,76,92,66,63,82,77
"8615","SID20147222","Sem_7",81,83,58,72,77,63,86
"8616","SID20147222","Sem_8",99,59,84,82,99,53,96
"8617","SID20147247","Sem_1",88,78,85,63,60,73,57
"8618","SID20147247","Sem_2",75,42,77,87,85,45,53
"8619","SID20147247","Sem_3",44,78,84,57,73,43,78
"8620","SID20147247","Sem_4",83,56,56,73,45,72,74
"8621","SID20147247","Sem_5",95,81,66,68,92,88,58
"8622","SID20147247","Sem_6",95,84,60,50,85,92,79
"8623","SID20147247","Sem_7",54,55,54,64,59,81,75
"8624","SID20147247","Sem_8",59,59,84,63,40,62,40
"8625","SID20147259","Sem_1",77,78,80,62,81,68,93
"8626","SID20147259","Sem_2",88,48,94,62,61,75,77
"8628","SID20147259","Sem_4",84,100,68,78,55,41,56
"8629","SID20147259","Sem_5",67,83,89,44,63,91,57
"8630","SID20147259","Sem_6",73,89,46,51,83,75,95
"8631","SID20147259","Sem_7",100,69,100,43,92,63,61
"8632","SID20147259","Sem_8",51,41,55,46,51,62,97
"8633","SID20147265","Sem_1",41,75,96,85,89,80,52
"8634","SID20147265","Sem_2",42,73,49,47,50,90,87
"8635","SID20147265","Sem_3",96,47,87,58,77,83,93
"8636","SID20147265","Sem_4",47,80,92,59,98,71,89
"8637","SID20147265","Sem_5",88,90,54,47,60,97,64
"8638","SID20147265","Sem_6",44,96,69,98,53,48,74
"8639","SID20147265","Sem_7",82,85,69,40,49,50,63
"8640","SID20147265","Sem_8",100,72,86,49,63,62,48
"8641","SID20147273","Sem_1",83,87,90,88,61,53,29
"8642","SID20147273","Sem_2",54,89,99,92,63,65,70
"8643","SID20147273","Sem_3",26,79,81,72,70,94,58
"8644","SID20147273","Sem_4",49,64,46,41,64,90,82
"8645","SID20147273","Sem_5",58,56,50,68,49,71,48
"8646","SID20147273","Sem_6",60,95,92,49,48,57,52
"8647","SID20147273","Sem_7",78,81,92,70,48,92,100
"8648","SID20147273","Sem_8",89,93,98,91,78,70,84
"8649","SID20147277","Sem_1",99,80,56,49,86,68,40
"8650","SID20147277","Sem_2",68,56,84,60,91,57,47
"8651","SID20147277","Sem_3",46,57,44,64,83,65,72
"8652","SID20147277","Sem_4",45,72,72,84,97,93,74
"8653","SID20147277","Sem_5",92,86,70,65,78,51,71
"8654","SID20147277","Sem_6",47,53,78,64,87,47,59
"8655","SID20147277","Sem_7",74,71,91,54,81,78,63
"8656","SID20147277","Sem_8",58,80,97,45,46,59,54
"8657","SID20147292","Sem_1",86,64,67,72,71,68,47
"8658","SID20147292","Sem_2",98,42,80,76,98,87,66
"8659","SID20147292","Sem_3",63,65,49,89,46,63,77
"8660","SID20147292","Sem_4",65,67,73,41,47,85,95
"8662","SID20147292","Sem_6",84,78,45,67,67,67,29
"8663","SID20147292","Sem_7",57,75,68,93,59,92,44
"8664","SID20147292","Sem_8",47,57,82,73,42,45,43
"8665","SID20147327","Sem_1",90,66,99,64,40,84,97
"8666","SID20147327","Sem_2",65,41,68,80,97,74,54
"8667","SID20147327","Sem_3",80,49,70,40,49,56,58
"8668","SID20147327","Sem_4",91,72,75,94,98,87,45
"8670","SID20147327","Sem_6",56,82,65,73,67,50,57
"8672","SID20147327","Sem_8",68,76,49,93,92,72,81
"8673","SID20147339","Sem_1",95,45,67,67,74,62,74
"8674","SID20147339","Sem_2",90,81,41,41,75,99,46
"8675","SID20147339","Sem_3",98,50,95,58,92,79,83
"8676","SID20147339","Sem_4",86,48,62,50,80,75,66
"8677","SID20147339","Sem_5",65,54,46,85,63,94,85
"8678","SID20147339","Sem_6",91,51,49,78,59,69,67
"8679","SID20147339","Sem_7",85,80,67,65,74,74,73
"8680","SID20147339","Sem_8",91,68,96,73,89,59,61
"8681","SID20147406","Sem_1",87,84,66,54,63,40,63
"8683","SID20147406","Sem_3",78,77,71,63,75,82,50
"8684","SID20147406","Sem_4",98,61,69,76,43,66,49
"8685","SID20147406","Sem_5",64,84,99,99,77,71,78
"8686","SID20147406","Sem_6",96,78,51,73,55,96,45
"8687","SID20147406","Sem_7",93,62,97,99,78,77,82
"8688","SID20147406","Sem_8",100,99,89,84,59,77,42
"8689","SID20147407","Sem_1",89,87,75,71,78,49,56
"8690","SID20147407","Sem_2",66,42,75,44,95,50,58
"8691","SID20147407","Sem_3",64,86,89,89,67,46,83
"8692","SID20147407","Sem_4",42,91,92,78,57,82,43
"8693","SID20147407","Sem_5",61,69,96,80,91,73,81
"8694","SID20147407","Sem_6",95,42,89,75,82,66,42
"8695","SID20147407","Sem_7",95,85,66,95,88,42,95
"8696","SID20147407","Sem_8",97,54,92,75,47,75,81
"8697","SID20147408","Sem_1",49,66,66,63,81,89,26
"8700","SID20147408","Sem_4",50,52,77,55,75,58,54
"8701","SID20147408","Sem_5",90,63,100,68,68,43,82
"8702","SID20147408","Sem_6",55,51,78,55,94,46,62
"8703","SID20147408","Sem_7",90,67,59,95,84,75,85
"8704","SID20147408","Sem_8",78,78,98,44,89,79,45
"8705","SID20147417","Sem_1",67,57,69,68,72,29,81
"8706","SID20147417","Sem_2",69,76,51,54,41,58,73
"8707","SID20147417","Sem_3",96,55,96,67,54,65,82
"8708","SID20147417","Sem_4",47,60,81,87,78,42,53
"8710","SID20147417","Sem_6",63,85,84,52,60,72,72
"8711","SID20147417","Sem_7",85,47,49,59,61,51,58
"8712","SID20147417","Sem_8",81,51,96,76,69,45,92
"8713","SID20147463","Sem_1",53,49,85,64,88,94,73
"8714","SID20147463","Sem_2",54,87,87,64,92,44,69
"8715","SID20147463","Sem_3",59,49,48,99,100,43,81
"8716","SID20147463","Sem_4",80,64,93,55,78,60,79
"8717","SID20147463","Sem_5",94,69,62,84,60,50,60
"8719","SID20147463","Sem_7",67,94,92,70,69,88,76
"8720","SID20147463","Sem_8",49,54,73,44,56,68,100
"8721","SID20147483","Sem_1",70,70,50,47,74,26,97
"8722","SID20147483","Sem_2",42,100,69,80,48,42,61
"8723","SID20147483","Sem_3",64,86,93,47,44,80,64
"8724","SID20147483","Sem_4",60,54,57,42,55,51,42
"8725","SID20147483","Sem_5",84,92,56,44,97,56,62
"8727","SID20147483","Sem_7",83,68,66,43,82,90,43
"8728","SID20147483","Sem_8",51,99,66,84,55,87,45
"8729","SID20147487","Sem_1",46,83,68,96,85,81,78
"8730","SID20147487","Sem_2",92,42,56,97,51,42,47
"8731","SID20147487","Sem_3",76,86,91,53,72,60,75
"8732","SID20147487","Sem_4",79,54,67,85,56,68,42
"8733","SID20147487","Sem_5",63,85,78,93,49,63,98
"8734","SID20147487","Sem_6",46,86,49,95,82,42,89
"8735","SID20147487","Sem_7",27,63,55,61,98,60,67
"8736","SID20147487","Sem_8",46,87,63,41,93,80,89
"8737","SID20147491","Sem_1",88,99,52,65,81,74,92
"8738","SID20147491","Sem_2",97,58,51,57,46,75,54
"8739","SID20147491","Sem_3",58,95,99,51,54,45,75
"8740","SID20147491","Sem_4",69,71,84,97,83,65,44
"8741","SID20147491","Sem_5",99,59,63,42,80,64,54
"8742","SID20147491","Sem_6",69,45,54,49,79,85,58
"8743","SID20147491","Sem_7",97,45,42,47,90,55,73
"8746","SID20147499","Sem_2",78,87,84,85,54,42,41
"8747","SID20147499","Sem_3",97,50,58,92,62,68,76
"8750","SID20147499","Sem_6",96,44,89,79,76,71,97
"8751","SID20147499","Sem_7",48,71,59,65,59,58,85
"8752","SID20147499","Sem_8",96,78,51,85,44,82,55
"8753","SID20147520","Sem_1",65,81,77,46,63,100,66
"8754","SID20147520","Sem_2",49,59,92,55,78,44,45
"8755","SID20147520","Sem_3",43,100,82,80,60,69,76
"8756","SID20147520","Sem_4",40,86,85,40,64,87,52
"8757","SID20147520","Sem_5",56,77,42,70,91,63,93
"8758","SID20147520","Sem_6",44,59,48,76,72,53,59
"8759","SID20147520","Sem_7",45,57,46,95,65,87,83
"8760","SID20147520","Sem_8",70,42,75,85,89,98,75
"8761","SID20147521","Sem_1",47,92,42,92,79,62,65
"8763","SID20147521","Sem_3",54,51,66,99,60,75,42
"8765","SID20147521","Sem_5",68,47,43,87,53,73,92
"8767","SID20147521","Sem_7",70,54,79,50,59,48,76
"8768","SID20147521","Sem_8",93,88,99,97,58,70,98
"8770","SID20147523","Sem_2",79,65,93,86,96,65,23
"8772","SID20147523","Sem_4",70,69,67,57,77,69,62
"8773","SID20147523","Sem_5",65,82,79,87,55,47,93
"8774","SID20147523","Sem_6",86,95,77,100,67,88,67
"8775","SID20147523","Sem_7",81,65,63,89,76,52,60
"8776","SID20147523","Sem_8",88,88,87,64,71,46,87
"8778","SID20147559","Sem_2",40,44,71,62,93,79,78
"8779","SID20147559","Sem_3",52,66,95,68,85,89,86
"8780","SID20147559","Sem_4",98,93,95,96,56,65,48
"8781","SID20147559","Sem_5",68,89,48,42,65,43,67
"8782","SID20147559","Sem_6",72,43,77,82,72,59,99
"8783","SID20147559","Sem_7",64,66,61,60,65,49,81
"8784","SID20147559","Sem_8",83,93,55,86,88,46,42
"8785","SID20147569","Sem_1",67,73,79,70,95,70,40
"8786","SID20147569","Sem_2",91,74,72,42,73,96,89
"8788","SID20147569","Sem_4",73,43,77,63,60,92,94
"8789","SID20147569","Sem_5",57,79,89,60,90,74,70
"8790","SID20147569","Sem_6",43,73,98,72,86,59,47
"8791","SID20147569","Sem_7",58,41,56,50,71,43,81
"8793","SID20147589","Sem_1",59,45,53,81,100,65,99
"8794","SID20147589","Sem_2",81,73,94,59,93,75,80
"8795","SID20147589","Sem_3",56,41,45,40,63,62,47
"8796","SID20147589","Sem_4",67,72,95,71,73,62,48
"8799","SID20147589","Sem_7",75,87,56,44,81,99,85
"8800","SID20147589","Sem_8",51,41,60,74,75,51,67
"8801","SID20147592","Sem_1",99,95,54,94,46,77,91
"8802","SID20147592","Sem_2",68,94,71,48,79,59,47
"8803","SID20147592","Sem_3",40,57,86,41,54,79,66
"8804","SID20147592","Sem_4",85,92,55,66,23,40,76
"8807","SID20147592","Sem_7",84,73,82,86,74,69,83
"8808","SID20147592","Sem_8",50,79,51,56,46,67,40
"8809","SID20147597","Sem_1",65,50,95,43,68,77,67
"8810","SID20147597","Sem_2",100,56,90,86,97,84,71
"8811","SID20147597","Sem_3",86,73,97,94,75,47,98
"8812","SID20147597","Sem_4",97,80,79,73,53,49,84
"8813","SID20147597","Sem_5",87,28,93,78,97,55,73
"8814","SID20147597","Sem_6",68,98,61,95,51,78,74
"8815","SID20147597","Sem_7",45,93,78,91,89,68,98
"8816","SID20147597","Sem_8",58,21,86,54,61,58,44
"8817","SID20147629","Sem_1",52,78,66,72,43,55,50
"8819","SID20147629","Sem_3",85,64,87,44,41,96,59
"8820","SID20147629","Sem_4",96,89,46,78,65,61,87
"8821","SID20147629","Sem_5",90,96,98,88,85,66,66
"8822","SID20147629","Sem_6",100,73,64,48,85,59,94
"8823","SID20147629","Sem_7",45,65,53,95,50,74,42
"8824","SID20147629","Sem_8",90,62,43,88,41,75,89
"8825","SID20147631","Sem_1",78,45,66,85,94,92,50
"8826","SID20147631","Sem_2",51,54,66,98,59,68,60
"8827","SID20147631","Sem_3",56,81,63,78,73,45,41
"8828","SID20147631","Sem_4",94,48,90,75,72,94,94
"8829","SID20147631","Sem_5",87,68,55,60,56,42,77
"8830","SID20147631","Sem_6",79,75,72,50,43,58,79
"8832","SID20147631","Sem_8",55,46,74,94,94,99,54
"8833","SID20147638","Sem_1",64,92,71,51,79,83,48
"8835","SID20147638","Sem_3",45,66,71,78,44,58,40
"8836","SID20147638","Sem_4",45,65,76,45,85,79,60
"8837","SID20147638","Sem_5",100,55,74,69,75,22,82
"8838","SID20147638","Sem_6",49,76,54,75,60,59,40
"8839","SID20147638","Sem_7",99,99,85,54,76,63,50
"8840","SID20147638","Sem_8",97,46,84,52,50,71,74
"8841","SID20147641","Sem_1",57,89,56,60,92,84,70
"8842","SID20147641","Sem_2",84,48,87,72,44,64,55
"8843","SID20147641","Sem_3",96,65,99,46,60,75,43
"8844","SID20147641","Sem_4",40,84,70,80,56,71,64
"8845","SID20147641","Sem_5",73,55,99,57,75,76,61
"8846","SID20147641","Sem_6",76,54,79,49,85,72,40
"8847","SID20147641","Sem_7",97,45,40,47,68,61,97
"8849","SID20147646","Sem_1",61,58,65,50,57,86,66
"8851","SID20147646","Sem_3",77,73,73,43,62,62,75
"8852","SID20147646","Sem_4",72,52,53,90,91,47,89
"8853","SID20147646","Sem_5",69,79,46,52,64,71,78
"8854","SID20147646","Sem_6",41,77,43,99,70,51,49
"8857","SID20147670","Sem_1",89,76,89,50,61,92,61
"8858","SID20147670","Sem_2",77,73,80,49,81,43,72
"8859","SID20147670","Sem_3",49,52,64,92,66,79,82
"8860","SID20147670","Sem_4",89,96,45,42,100,96,52
"8861","SID20147670","Sem_5",73,41,43,55,90,59,54
"8862","SID20147670","Sem_6",93,82,73,96,77,69,47
"8863","SID20147670","Sem_7",48,93,50,54,93,40,77
"8864","SID20147670","Sem_8",66,61,97,91,98,78,68
"8865","SID20147718","Sem_1",63,77,70,49,52,67,42
"8866","SID20147718","Sem_2",64,46,52,48,88,84,44
"8867","SID20147718","Sem_3",40,66,97,47,48,50,69
"8868","SID20147718","Sem_4",88,85,53,51,84,55,97
"8869","SID20147718","Sem_5",54,40,97,43,50,54,78
"8870","SID20147718","Sem_6",93,75,100,65,66,79,61
"8871","SID20147718","Sem_7",89,77,57,78,94,59,43
"8872","SID20147718","Sem_8",89,51,78,81,50,76,41
"8873","SID20147719","Sem_1",58,44,92,92,97,74,93
"8874","SID20147719","Sem_2",56,76,73,69,95,72,67
"8876","SID20147719","Sem_4",61,85,64,96,80,85,83
"8878","SID20147719","Sem_6",83,46,75,46,52,62,49
"8879","SID20147719","Sem_7",84,76,42,89,92,78,42
"8880","SID20147719","Sem_8",83,44,92,67,42,65,46
"8881","SID20147720","Sem_1",54,43,46,69,69,66,62
"8882","SID20147720","Sem_2",72,67,86,49,88,53,50
"8884","SID20147720","Sem_4",90,82,98,57,49,99,81
"8885","SID20147720","Sem_5",53,41,77,57,46,69,92
"8886","SID20147720","Sem_6",46,91,97,44,49,46,97
"8887","SID20147720","Sem_7",50,72,41,50,71,62,94
"8888","SID20147720","Sem_8",81,89,71,44,56,40,85
"8889","SID20147727","Sem_1",72,67,64,64,78,48,66
"8891","SID20147727","Sem_3",56,84,99,96,88,25,67
"8892","SID20147727","Sem_4",50,49,97,57,42,54,91
"8893","SID20147727","Sem_5",67,66,83,45,95,86,64
"8894","SID20147727","Sem_6",59,74,87,94,76,87,86
"8895","SID20147727","Sem_7",53,59,40,47,94,55,73
"8896","SID20147727","Sem_8",51,82,57,79,68,84,100
"8899","SID20147759","Sem_3",90,75,92,54,77,96,47
"8901","SID20147759","Sem_5",51,49,51,41,88,50,57
"8903","SID20147759","Sem_7",82,55,82,81,90,82,40
"8904","SID20147759","Sem_8",74,71,52,82,98,95,70
"8905","SID20147762","Sem_1",84,52,40,100,58,61,59
"8906","SID20147762","Sem_2",76,77,60,40,74,54,87
"8907","SID20147762","Sem_3",46,67,67,44,58,82,57
"8908","SID20147762","Sem_4",78,89,98,98,100,51,80
"8909","SID20147762","Sem_5",65,87,45,29,80,45,43
"8910","SID20147762","Sem_6",45,58,41,66,74,99,75
"8911","SID20147762","Sem_7",87,54,76,47,70,84,61
"8912","SID20147762","Sem_8",74,91,91,75,76,65,88
"8914","SID20147769","Sem_2",98,90,64,56,77,52,93
"8915","SID20147769","Sem_3",79,45,100,95,57,67,71
"8917","SID20147769","Sem_5",43,20,74,62,88,42,25
"8918","SID20147769","Sem_6",62,89,55,85,90,88,97
"8919","SID20147769","Sem_7",62,51,56,97,47,92,77
"8920","SID20147769","Sem_8",100,45,76,86,46,45,67
"8921","SID20147770","Sem_1",44,93,43,59,52,85,45
"8922","SID20147770","Sem_2",57,74,71,45,84,99,54
"8923","SID20147770","Sem_3",50,88,74,90,40,54,63
"8924","SID20147770","Sem_4",94,88,51,89,66,94,56
"8925","SID20147770","Sem_5",98,48,74,81,89,78,84
"8926","SID20147770","Sem_6",67,73,50,76,60,70,98
"8927","SID20147770","Sem_7",94,61,53,44,83,59,81
"8928","SID20147770","Sem_8",54,54,73,88,63,63,90
"8929","SID20147787","Sem_1",61,98,87,64,84,76,70
"8930","SID20147787","Sem_2",64,97,86,57,70,83,61
"8931","SID20147787","Sem_3",83,67,84,67,62,50,90
"8932","SID20147787","Sem_4",52,70,59,69,47,78,55
"8933","SID20147787","Sem_5",52,99,45,49,51,99,74
"8935","SID20147787","Sem_7",64,24,89,62,71,94,87
"8936","SID20147787","Sem_8",84,95,70,57,45,44,60
"8937","SID20147791","Sem_1",51,65,62,89,80,84,99
"8938","SID20147791","Sem_2",96,91,45,52,83,89,55
"8939","SID20147791","Sem_3",47,56,92,55,93,60,45
"8941","SID20147791","Sem_5",52,66,41,75,89,94,61
"8942","SID20147791","Sem_6",92,100,49,71,76,45,63
"8943","SID20147791","Sem_7",60,99,52,26,57,46,95
"8944","SID20147791","Sem_8",45,89,95,98,47,44,74
"8945","SID20147792","Sem_1",64,76,86,48,73,45,63
"8946","SID20147792","Sem_2",73,92,59,78,50,100,55
"8947","SID20147792","Sem_3",45,83,82,43,51,99,54
"8948","SID20147792","Sem_4",93,62,93,79,74,48,75
"8949","SID20147792","Sem_5",93,89,57,70,100,78,75
"8950","SID20147792","Sem_6",48,73,53,93,60,53,44
"8952","SID20147792","Sem_8",72,56,92,90,96,76,83
"8953","SID20147803","Sem_1",46,56,69,68,71,56,94
"8954","SID20147803","Sem_2",46,81,67,41,90,46,46
"8955","SID20147803","Sem_3",74,86,60,88,80,44,54
"8957","SID20147803","Sem_5",66,46,46,64,100,94,42
